Date, Title,Price (USD),Neighbourhood,City,Building Area (sqm),Land Area (sqm),Bedrooms,Bathrooms
2025-09-06 00:09:28,Sunway City - House,265000,Sunway City,harare east,,2200,8,3
2025-09-06 00:09:28,Glaudina - House,95000,Glaudina,harare west,,400,3,2
2025-09-06 00:09:28,Avondale West - House,255000,Avondale West,harare west,,2000,4,3
2025-09-06 00:09:28,Philadelphia - House,1850000,Philadelphia,harare north,,32374,11,8
2025-09-06 00:09:28,Manresa - House,125000,Manresa,harare east,,800,4,2
2025-09-06 00:09:28,Fortunes Gate - House,250000,Fortunes Gate,bulawayo east,,28328,6,2
2025-09-06 00:09:28,Chisipite - House,550000,Chisipite,harare north,,4047,4,3
2025-09-06 00:09:28,Waterfalls - Townhouse Complex,130000,Waterfalls,harare south,,1000,3,2
2025-09-06 00:09:28,Burnside - House,145000,Burnside,bulawayo east,,4000,2,1
2025-09-06 00:09:28,Braeside - House,170000,Braeside,harare south,,950,4,2
2025-09-06 00:09:28,Mount Pleasant Heights - House,250000,Mount Pleasant Heights,harare north,,2100,4,2
2025-09-06 00:09:28,Madokero - House,140000,Madokero,harare west,,490,3,2
2025-09-06 00:09:28,Bluff Hill - House,195000,Bluff Hill,harare west,,3024,6,3
2025-09-06 00:09:28,Arlington - Townhouse Complex,190000,Arlington,harare south,,647,3,2
2025-09-06 00:09:28,Buena Vista - Townhouse Complex,120000,Buena Vista,bulawayo east,,300,4,3
2025-09-06 00:09:28,Kambanji - House,1100000,Kambanji,harare north,,4003,4,4
2025-09-06 00:09:28,Ruwa - House,40000,Ruwa,ruwa,,240,2,2
2025-09-06 00:09:28,Amby - House,150000,Amby,harare east,,1000,3,1
2025-09-06 00:09:28,Borrowdale Brooke - House,1950000,Borrowdale Brooke,harare north,,5063,5,4
2025-09-06 00:09:28,Matsheumhlope - House,300000,Matsheumhlope,bulawayo east,,4046,7,7
2025-09-06 00:09:28,Victoria Falls - Townhouse Complex,550000,Victoria Falls,victoria falls,,2366,4,4
2025-09-06 00:09:28,Glen Lorne - House,650000,Glen Lorne,harare north,,4367,4,4
2025-09-06 00:09:28,Famona - House,180000,Famona,bulawayo south,,1131,4,3
2025-09-06 00:09:28,Southlea Park - Cottage,32000,Southlea Park,harare south,,1000,3,2
2025-09-06 00:09:28,Mount Pleasant - House,320000,Mount Pleasant,harare north,,2000,3,1
2025-09-06 00:09:28,Suburbs - House,160000,Suburbs,bulawayo east,,1488,4,2
